"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"81030",1384.43128886267,1.60036577360682,0.207998388143026,7.15115801364767e-16,1.02843868176273e-13
"3983",1558.61677113318,-0.837144759926264,0.106352336644581,7.2079482141653e-16,1.02925410882272e-13
"332",66.0390087564968,1.74351175630281,0.227907615508646,7.30072901506539e-16,1.03516111260089e-13
"4938",2927.22131817755,2.06927560528674,0.270493898415176,7.42932823830486e-16,1.0460286346156e-13
"93432",707.708294386407,1.83961976423703,0.240070568862198,7.60082784581977e-16,1.06274352672038e-13
"8969",600.099350683212,1.09124793118716,0.140662993434379,7.83645221983231e-16,1.08343479235006e-13
"83666",5580.4673206997,1.36129905211121,0.176489266182636,7.85643586386751e-16,1.08343479235006e-13
"56963",23.6590682451314,1.95367263111203,0.254896738652162,8.5108288256389e-16,1.16569406513887e-13
"51439",2943.72396235181,1.04183889574044,0.134285138646651,8.65860601564265e-16,1.1779214426956e-13
"51363",6266.15205158307,0.930821954838135,0.11971794793088,9.52397044421038e-16,1.2869504759982e-13
"710",1751.74493738792,2.34283781454148,0.306448302721756,9.97248520829562e-16,1.33857344789216e-13
"54674",179.161133446882,-1.96787022254867,0.254044205965635,1.10151896631825e-15,1.46874058727494e-13
"6507",74.5774392499471,1.57335791892614,0.205864153290997,1.1301695100103e-15,1.49702848122022e-13
"57105",189.102197143839,-1.3203525795494,0.17041677450463,1.22045268684714e-15,1.60605192137126e-13
"4671",1819.39781070543,1.49356784262496,0.195582827958124,1.23202004282103e-15,1.61074620403627e-13
"3337",549.934951858266,-0.525180354190734,0.0666056618782498,1.27627844994912e-15,1.65784453621133e-13
"3101",2663.94760881411,1.28171089857093,0.167305182077587,1.2939051557669e-15,1.66231280397383e-13
"90381",44.3473278070751,1.37764726409747,0.180375062242828,1.29623080472778e-15,1.66231280397383e-13
"5359",3674.06496292703,1.79968294440071,0.236897236321047,1.36429181410012e-15,1.72868982074696e-13
"113730",197.23550642598,1.57684931002366,0.207090407876232,1.36516182327787e-15,1.72868982074696e-13
"4288",876.368215186162,1.2626538132578,0.16541166558113,1.62249761805478e-15,2.04171044011969e-13
"374819",166.5422033637,1.16893959589652,0.15276889163231,1.71478115730762e-15,2.14443501995227e-13
"55301",102.13812827396,4.25775037447155,0.575448598634774,1.84243025180933e-15,2.28984510431661e-13
"399665",1022.25164655317,-1.16299886924776,0.15089767079984,1.85713178943253e-15,2.2939565305788e-13
"11172",130.560057326558,1.03288580921369,0.134828033052353,1.8752924151969e-15,2.30226448094966e-13
"64151",252.60005035009,1.07029296007087,0.139899902624557,1.93584130314552e-15,2.3621956846989e-13
"7286",105.497643692504,1.12721397486118,0.147533247847057,1.9506506386905e-15,2.36592770839726e-13
"1066",299.089986977419,1.73223866361965,0.229481140518441,2.02030693632587e-15,2.42124165809435e-13
"119391",159.443429978368,0.940200341358638,0.122453936409387,2.01398496529125e-15,2.42124165809435e-13
"9781",474.872590987984,-0.670623865855405,0.0861510456841586,2.04316927363553e-15,2.43415208019987e-13
"26234",10322.0742069538,1.06393109569354,0.138872464375621,2.32770050645179e-15,2.75681894099413e-13
"2204",1027.47335343179,1.58331223331654,0.210230053395305,2.61673459558195e-15,3.04539504898537e-13
"6614",1393.70004557796,3.05104563066571,0.410849069769167,2.6054341651902e-15,3.04539504898537e-13
"26010",516.340838251032,2.31618346022046,0.309891280464987,2.58942998684877e-15,3.04539504898537e-13
"1938",12408.6864056294,-0.770723927003477,0.100103218815995,2.7244429709903e-15,3.1525249872367e-13
"983",51.3174753490037,1.577110737517,0.209502380312991,2.75087851776112e-15,3.16492503294871e-13
"11065",46.8096654804505,1.3265860468392,0.175116736625871,2.87112570630013e-15,3.28450255515038e-13
"8318",33.3140139974281,1.7873793891702,0.238020211897163,2.97122467014309e-15,3.37981002873791e-13
"8857",98.2501876567329,-1.60284536434177,0.2103781821037,3.10309377229116e-15,3.50998258490507e-13
"5603",1104.10272197989,0.970553485656935,0.127657030011609,3.16369789456104e-15,3.55854153123419e-13
"126917",407.736199861559,-0.776644041491251,0.100874786825818,3.24465758286766e-15,3.62932976519208e-13
"51314",153.091624581829,1.0746471686562,0.141722766137525,3.27073107158243e-15,3.63828173454368e-13
"26986",12354.5447700365,-0.660955234038082,0.0856120916131785,3.43379625648294e-15,3.79868427626525e-13
"55635",25.1578391787066,1.57312113067133,0.209069460512638,3.46354902753763e-15,3.81066099018813e-13
"79772",2421.6083404417,0.930138934104752,0.122312279283139,3.55685986306322e-15,3.89205524363668e-13
"10797",370.988739137611,0.860858076980609,0.112925155456377,3.69681220774953e-15,3.98030037384113e-13
"25924",102.230060454512,1.17689449035363,0.155582270972724,3.68183588433162e-15,3.98030037384113e-13
"116028",110.688880489408,1.2578748565252,0.167060568576387,3.66839168629032e-15,3.98030037384113e-13
"85235",123.486153393276,1.49355879003538,0.200131958452813,4.49546706336564e-15,4.81445392839382e-13
"5347",73.8271029630961,1.13031179156698,0.150289320852676,4.57409625767326e-15,4.87274360063457e-13
"8519",661.296648731114,1.491402369155,0.199934440013404,4.89698672071995e-15,5.18925950710397e-13
"891",120.922184144682,1.06831848846347,0.14201938334787,4.97320921928323e-15,5.24243949848421e-13
"129607",2670.42284693849,2.49736295640483,0.337160644478214,5.25705419157762e-15,5.51278797360541e-13
"9960",2271.31178651075,0.493509429425995,0.0641107601841043,5.58277375939255e-15,5.82401900889169e-13
"6948",171.632109217259,1.53994930681528,0.207171615425429,5.80843664399822e-15,6.02819914382784e-13
"643036",557.114907614507,1.40868311054787,0.189227234987729,6.00175154912697e-15,6.19688542000628e-13
"701",85.7455588518435,1.09810979307227,0.146655817368527,6.30273083930139e-15,6.47444809788236e-13
"1432",6276.37601095841,1.37234291725328,0.184360434990822,6.3507283998245e-15,6.49063784782064e-13
"3753",417.560868728192,1.51063897035788,0.203647417604787,6.45116217763814e-15,6.55998481235184e-13
"8854",437.588796980884,1.3875547133171,0.186784082910395,6.71804771745184e-15,6.79704385644098e-13
"6993",826.000791061505,0.987752386840291,0.131655196455681,6.89965973604428e-15,6.94588745627577e-13
"55356",1092.29174914482,0.964166365173297,0.128450567280149,7.15966909961132e-15,7.17177998266539e-13
"23569",1892.88779741799,1.28590548632714,0.172875404747709,7.70100631957602e-15,7.63803257331741e-13
"57520",291.837807314395,1.14799714342951,0.154103304022026,7.67362662372851e-15,7.63803257331741e-13
"5468",46.5109609161654,2.08722828250046,0.284633984666241,9.12938451322019e-15,9.01034449946938e-13
"714",40.6221697103044,2.19501379389667,0.300254201071297,9.69177731544712e-15,9.5187436326445e-13
"162517",50.6529478427029,1.91226116125532,0.261163867269376,1.02479622522302e-14,1.00161394168157e-12
"4318",3799.25645103855,2.14875935793069,0.292022373999248,1.04431585760505e-14,1.01576113415556e-12
"144455",37.6765420272311,1.5439613279769,0.209855267944224,1.08237796427521e-14,1.04772105445755e-12
"92906",837.139169291459,0.89300982177853,0.119620865707192,1.09972028037566e-14,1.05941474282697e-12
"8340",69.2335318047639,1.35626677239521,0.184489570161673,1.11041694173956e-14,1.06462546214211e-12
"10112",44.0764070254525,1.06804014411494,0.1440949199875,1.22846425436613e-14,1.17222271551695e-12
"634",1096.63036024829,1.58659117533423,0.216705173382362,1.2800847103088e-14,1.2157181866678e-12
"4651",145.495010516239,1.52786782809427,0.208912344900611,1.42531258268757e-14,1.34728842910008e-12
"683",960.353731637258,0.972233913327338,0.131315591002462,1.43980703876333e-14,1.35462966908695e-12
"1063",286.308484395864,1.08943278975868,0.147680802923356,1.47411661909056e-14,1.38045879110555e-12
"84898",3768.46496424149,0.782730852421362,0.104960373215472,1.51930613497004e-14,1.41619026488365e-12
"6181",9325.70751859469,-0.742582023722754,0.0991156004372078,1.58729700659975e-14,1.47274829174559e-12
"100131897",990.40150568313,0.541690099245063,0.0719403492453207,1.73549862761975e-14,1.60286831965578e-12
"8778",86.07580275502,1.49820139698101,0.205910090220961,1.8062712689048e-14,1.66061487343056e-12
"285533",599.386202369065,1.21429745908235,0.165985097390731,1.9404350135869e-14,1.77585084379812e-12
"8809",1747.68745619995,2.15281785241633,0.296357659492997,2.03461351785051e-14,1.85361577232589e-12
"51733",115.94466635742,1.6889424820661,0.233734350421403,2.05961716562864e-14,1.86794288345798e-12
"3600",325.412585051522,1.04769580009977,0.142598167058468,2.07327070895341e-14,1.87189383202098e-12
"2633",5005.06847887787,1.69555387079387,0.23465789397457,2.30338489037233e-14,2.06345136055551e-12
"102724957",29.1610465731845,2.28585943609449,0.318042569477508,2.30593302932844e-14,2.06345136055551e-12
"8613",23.4150509923051,1.80652535525428,0.24858988124007,2.34397229588514e-14,2.08820965510404e-12
"1111",61.1598489527691,1.15795826075486,0.158359544023136,2.35919472889442e-14,2.09251218817446e-12
"55872",16.1060872888844,2.03175514597796,0.280956067343201,2.48184340932907e-14,2.19164189488734e-12
"9914",64.5925254915566,1.4030657953182,0.193491696553447,2.58078271791586e-14,2.26906022893092e-12
"91056",4544.87649011034,1.04039041319742,0.142391175035539,2.72615426794015e-14,2.38645174046552e-12
"5493",783.172210991255,0.944402066894048,0.128826872084931,2.7559971301806e-14,2.40213187095481e-12
"55784",7565.82966636531,1.17831299497448,0.161494373044359,2.79179712540457e-14,2.4228466949524e-12
"150468",46.266335066301,1.17649899653408,0.161662615768573,2.94160066939827e-14,2.54189647543626e-12
"11326",467.278099047645,1.19131955653832,0.164124071098738,3.0426531449482e-14,2.61798198377722e-12
"83853",358.205020517645,1.26030383009376,0.173949344558009,3.10814547749442e-14,2.66295323590947e-12
"340654",14.2666813226022,2.69242332043756,0.376926004332578,3.39771787621251e-14,2.89871405591791e-12
"8970",332.99381126016,0.992035937032141,0.136146213590441,3.45305035816507e-14,2.93349012283947e-12
"220134",28.4799272644684,1.6304412219089,0.227115280427183,3.89969482177635e-14,3.29901073704391e-12
"959",225.674358690652,-1.06894401754135,0.146379716599561,4.53757824986809e-14,3.82257742606042e-12
"762",349.750229796827,1.81516612630704,0.255129687936929,4.60951571219408e-14,3.86699955622148e-12
"2113",5209.26461748076,-0.833742589245944,0.113800072339246,4.96512708563252e-14,4.14804434614627e-12
"79895",824.722468518214,0.818918253847602,0.112610636035179,5.56105715007474e-14,4.62670763056219e-12
"653319",67.1900180674219,1.0356854184296,0.143944263310491,6.21696178297274e-14,5.15112380816351e-12
"50861",198.334842347361,-0.978381680085984,0.13468557625933,6.46702684811271e-14,5.33621927436704e-12
"54877",4024.3211758469,1.21737118438475,0.169963018197303,6.49336307847385e-14,5.33621927436704e-12
"9856",198.954295248181,1.23458038552946,0.1728654068952,6.72027848464548e-14,5.50024743942488e-12
"10602",4424.65593870313,0.934253182364022,0.129546080948788,6.76521689331839e-14,5.51461040202723e-12
"241",2114.0552540246,1.20104081226663,0.167757580705473,6.90445899512538e-14,5.59235877321812e-12
"57126",1196.21517710394,3.43127333516825,0.494321898296716,6.91614847785493e-14,5.59235877321812e-12
"3074",932.927412703914,0.565291172270088,0.0771602307782056,7.35599732801788e-14,5.92422600809248e-12
"440836",707.470562080954,1.04647858450494,0.145958704781058,7.91547914607482e-14,6.34941263454464e-12
"8685",140.325382516902,1.41577161298293,0.199473729835699,8.15573380836433e-14,6.51617240069871e-12
"9787",108.714785096808,1.20735455133671,0.169628698296163,8.21777294852854e-14,6.53978816386062e-12
"10385",460.60950408605,0.568164398343499,0.0776767048719379,8.30379475841943e-14,6.58222849078806e-12
"9818",1292.18183534647,0.577239639210852,0.0789340822021162,8.39421803740293e-14,6.62781121431649e-12
"119774",58.5135879737457,1.25922945870461,0.177242669370624,8.74810579514042e-14,6.88024851872489e-12
"2205",116.830796127143,-1.92272327295578,0.268409725697587,8.9067276944334e-14,6.97774534629269e-12
"54443",104.642483903514,1.10477870860662,0.154835506244635,8.99767329028208e-14,7.02167263668757e-12
"1861",701.585492095416,0.586745250594635,0.080538640855617,9.31862628082472e-14,7.19640176304963e-12
"4758",372.66736539517,0.604123880934902,0.0829729898308645,9.31005083294383e-14,7.19640176304963e-12
"9555",3852.78320129074,0.533048893963966,0.0729197526365143,9.32880133185633e-14,7.19640176304963e-12
"196394",317.78993490859,0.976802831575463,0.13656451585787,9.49983641312111e-14,7.30037047106032e-12
"11123",1094.42933699359,-0.941883323749138,0.130624288323708,1.00602788814058e-13,7.70165988586407e-12
"79733",37.0919469420561,1.5478692742808,0.219777169985804,1.0204141361096e-13,7.75283706280403e-12
"80119",20.2366390471024,1.580189155438,0.223563038044375,1.01675494700076e-13,7.75283706280403e-12
"6303",9783.15542730689,1.10527186488149,0.155534185364513,1.07669787506219e-13,8.14971241221888e-12
"653604",90.4637946376176,1.11127762475279,0.156443987596106,1.11903762002227e-13,8.43846570843761e-12
"55601",3982.27691894838,1.89540285743056,0.270051974725077,1.14354736100595e-13,8.59111289794545e-12
"10410",5136.16674848212,1.78553824955891,0.252993522247598,1.23362388454067e-13,9.23337668823116e-12
"1509",1160.97118839376,0.983487206139834,0.138315996228434,1.26575419307678e-13,9.40394646620219e-12
"22849",414.914421603409,0.713146460785712,0.0991418455635977,1.26425295339435e-13,9.40394646620219e-12
"105376569",133.76998176589,2.02813664314113,0.291256700485305,1.30361529922966e-13,9.64962883628311e-12
"10949",544.919122518363,-0.454189622623272,0.0621573305789117,1.33330791913953e-13,9.83326800144884e-12
"84947",231.904040498205,0.647742136482925,0.0897824518155118,1.36968733392682e-13,1.00647024749207e-11
"3717",4975.81245127714,0.872763127799114,0.122375988779593,1.38730692849256e-13,1.01571046175524e-11
"2838",147.265323193133,-1.98225456385562,0.280042297656185,1.66756372985629e-13,1.21261238009827e-11
"117581",6.80212896969136,3.03417821901251,0.43053820745539,1.66829059941999e-13,1.21261238009827e-11
"3665",1821.25556073513,1.76536618199301,0.254435885143277,1.70911798764899e-13,1.23781948069514e-11
"79025",46.5952339424924,1.51036448385673,0.216308056120931,1.75260682304769e-13,1.26476651524166e-11
"55133",692.191126323182,0.590937429300639,0.0822987440307761,2.02771276465341e-13,1.45807031441185e-11
